States,Regions,latitude,longitude,Dates,Usage,Situation,Season
Uttarakhand,NR,30.32040895,78.05000565,2020-02-22,35.6,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-22,27.3,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-22,54.2,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-22,3.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-23,150.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-23,156.6,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-23,223.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-23,106.7,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-23,380.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-23,48.5,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-23,26.7,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-23,46.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-23,4.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-24,156.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-24,165.3,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-24,230.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-24,110.7,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-24,395.5,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-24,43.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-24,27.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-24,45.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-24,4.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-25,169.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-25,169.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-25,239.3,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-25,114.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-25,408.6,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-25,43.6,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-25,28.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-25,45.8,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-25,5.1,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-26,168.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-26,170.7,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-26,242.0,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-26,117.1,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-26,419.6,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-26,43.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-26,28.0,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-26,47.2,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-26,5.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-27,152.1,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-27,162.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-27,241.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-27,117.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-27,432.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-27,42.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-27,28.5,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-27,46.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-27,5.3,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-28,152.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-28,162.0,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-28,227.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-28,110.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-28,424.5,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-28,43.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-28,28.6,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-28,43.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-28,4.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-29,162.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-29,158.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-29,205.0,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-29,99.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-29,414.8,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-29,40.7,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-29,25.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-29,46.5,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-29,4.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-01-03,108.2,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-03,125.7,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-03,240.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-03,73.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-03,294.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-03,40.4,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-03,30.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-03,52.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-03,4.6,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-03,112.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-03,124.7,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-03,242.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-03,74.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-03,292.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-03,40.3,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-03,31.3,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-03,49.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-03,4.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-03,112.6,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-03,120.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-03,239.0,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-03,74.7,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-03,269.2,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-03,40.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-03,27.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-03,51.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-03,4.7,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-03,113.5,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-03,126.5,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-03,231.5,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-03,77.5,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-03,276.6,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-04-03,38.0,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-04-03,28.8,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-04-03,53.8,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-04-03,4.7,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-05-03,113.0,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-05-03,129.7,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-05-03,243.4,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-05-03,79.7,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-05-03,295.1,Covid-Lockdown,SPRING
Uttarakhand,NR,30.32040895,78.05000565,2020-05-03,40.1,Covid-Lockdown,SPRING
HP,NR,31.10002545,77.16659704,2020-05-03,30.2,Covid-Lockdown,SPRING
J&K,NR,33.45,76.24,2020-05-03,53.2,Covid-Lockdown,SPRING
Chandigarh,NR,30.71999697,76.78000565,2020-05-03,4.6,Covid-Lockdown,SPRING
Punjab,NR,31.51997398,75.98000281,2020-03-13,111.8,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-13,128.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-13,237.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-13,72.7,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-13,288.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-13,40.7,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-13,30.3,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-13,52.5,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-13,4.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-14,103.6,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-14,114.1,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-14,240.4,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-14,69.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-14,288.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-14,37.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-14,28.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-14,47.6,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-14,4.0,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-15,284.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-15,205.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-15,220.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-15,126.4,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-15,403.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-15,45.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-15,29.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-15,41.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-15,6.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-16,271.4,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-16,210.4,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-16,218.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-16,122.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-16,364.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-16,44.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-16,29.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-16,41.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-16,6.0,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-17,270.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-17,199.5,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-17,201.3,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-17,119.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-17,377.9,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-17,42.2,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-17,25.0,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-17,43.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-17,5.6,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-18,291.7,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-18,214.9,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-18,218.1,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-18,130.2,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-18,368.4,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-18,43.9,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-18,28.1,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-18,44.1,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-18,6.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-19,268.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-19,207.9,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-19,225.8,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-19,113.4,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-19,325.6,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-19,41.9,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-19,28.2,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-19,40.8,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-19,6.0,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-20,262.6,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-20,210.1,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-20,239.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-20,127.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-20,318.3,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-20,43.9,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-20,29.8,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-20,42.0,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-20,5.9,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-21,244.6,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-21,214.6,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-21,242.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-21,135.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-21,313.4,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-21,40.3,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-21,29.0,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-21,42.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-21,5.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-22,73.9,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-22,74.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-22,146.2,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-22,44.3,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-22,236.8,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-22,18.4,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-22,11.9,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-22,40.7,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-22,2.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-23,75.8,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-23,75.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-23,149.5,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-23,45.8,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-23,241.4,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-23,18.5,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-23,12.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-23,40.6,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-23,2.2,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-24,69.6,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-24,73.2,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-24,148.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-24,47.6,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-24,249.0,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-24,19.1,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-24,12.6,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-24,43.4,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-24,2.3,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-25,72.4,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-25,70.3,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-25,150.1,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-25,46.1,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-25,248.0,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-25,19.5,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-25,13.3,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-25,42.9,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-25,2.3,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-26,74.0,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-26,73.8,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-26,150.6,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-26,47.5,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-26,252.4,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-26,19.7,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-26,13.1,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-26,41.2,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-26,2.3,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-27,75.9,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-27,76.7,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-27,155.5,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-27,48.4,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-27,260.3,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-27,20.3,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-27,13.2,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-27,41.7,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-27,2.3,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-28,77.7,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-28,79.3,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-28,158.3,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-28,50.1,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-28,265.9,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-28,20.1,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-28,13.0,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-28,43.7,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-28,2.3,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-29,106.4,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-29,115.6,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-29,212.7,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-29,66.3,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-29,274.4,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-29,32.6,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-29,26.4,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-29,43.6,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-29,3.5,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-30,106.4,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-30,118.0,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-30,215.9,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-30,66.4,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-30,270.5,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-30,34.4,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-30,27.2,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-30,43.3,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-30,3.5,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-31,106.7,Covid-Lockdown,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-31,119.6,Covid-Lockdown,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-31,218.6,Covid-Lockdown,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-31,67.6,Covid-Lockdown,WINTER
UP,NR,27.59998069,78.05000565,2020-03-31,272.9,Covid-Lockdown,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-31,34.2,Covid-Lockdown,WINTER
HP,NR,31.10002545,77.16659704,2020-03-31,27.9,Covid-Lockdown,WINTER
J&K,NR,33.45,76.24,2020-03-31,40.1,Covid-Lockdown,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-31,3.5,Covid-Lockdown,WINTER
Punjab,NR,31.51997398,75.98000281,2020-01-04,95.3,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-01-04,112.8,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-01-04,207.9,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-01-04,65.5,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-01-04,265.5,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-01-04,34.8,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-01-04,26.5,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-01-04,17.8,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-01-04,3.5,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-02-04,99.0,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-02-04,114.7,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-02-04,210.7,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-02-04,64.9,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-02-04,265.7,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-02-04,34.0,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-02-04,27.2,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-02-04,18.9,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-02-04,3.4,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-03-04,101.7,Pre-Covid,WINTER
Haryana,NR,28.45000633,77.01999101,2020-03-04,114.3,Pre-Covid,WINTER
Rajasthan,NR,26.44999921,74.63998124,2020-03-04,215.6,Pre-Covid,WINTER
Delhi,NR,28.6699929,77.23000403,2020-03-04,61.4,Pre-Covid,WINTER
UP,NR,27.59998069,78.05000565,2020-03-04,270.7,Pre-Covid,WINTER
Uttarakhand,NR,30.32040895,78.05000565,2020-03-04,34.5,Pre-Covid,WINTER
HP,NR,31.10002545,77.16659704,2020-03-04,27.4,Pre-Covid,WINTER
J&K,NR,33.45,76.24,2020-03-04,24.5,Pre-Covid,WINTER
Chandigarh,NR,30.71999697,76.78000565,2020-03-04,3.3,Pre-Covid,WINTER
Punjab,NR,31.51997398,75.98000281,2020-04-04,94.2,Covid-Lockdown,SPRING
Haryana,NR,28.45000633,77.01999101,2020-04-04,102.6,Covid-Lockdown,SPRING
Rajasthan,NR,26.44999921,74.63998124,2020-04-04,211.3,Covid-Lockdown,SPRING
Delhi,NR,28.6699929,77.23000403,2020-04-04,59.6,Covid-Lockdown,SPRING
UP,NR,27.59998069,78.05000565,2020-04-04,260.4,Covid-Lockdown,SPRING
